event_name,organizer_name
VIV HEALTHTECH 2023,Vimeet
REGIONTOUR 2023,BVV (Brno Trade Fairs and Exhibition)
REGIONTOUR 2023,Messe Brünn
REGIONTOUR 2023,Messe Düsseldorf GmbH
IENA NÜRNBERG 2023,Nürnberg Messe GmbH
IENA NÜRNBERG 2023,AFAG (AFAG Messen und Ausstellungen GmbH)
ZAK WORLD OF FAÇADES - POLAND 2023,Zak Group
STOFFEN SPEKTAKEL ROUEN 2023,Stoffen Spektakel
SECURITY CLEARED EXPO - LONDON 2023,Satos Media
SALON DES VINS ET DE LA GASTRONOMIE - ST BRIEUC 2023,GL Events Exhibitions
SALON DU MARIAGE DE CAEN 2023,PC Organisation
SALON DU MARIAGE DE CAEN 2023,GL Event - Caen Evénements
SALON DU MARIAGE DE CAEN 2023,GL Events Exhibitions
HARROGATE HOMEBUILDING AND RENOVATING SHOW 2023,Centaur Exhibitions
WEDDING & LIFESTYLE BEAUTY 2023,ExpoCity Albania
XEIROTEXNIKA 2023,Helexpo
FERIA BEBÉ - MADRID 2023,Bebés&Mamás
FERIA BEBÉ - MADRID 2023,Ifema (Feria de Madrid)
SPIELWIES`N 2023,Messe München GmbH
GESUND & WELLNESS - TULLN 2023,Messen CMW
GESUND & WELLNESS - TULLN 2023,Messe Tulln GmbH
NIMAGINE 2023,Parc Expo Nîmes
NIMAGINE 2023,AAF (Ateliers d'Art de France)
ACCOUNTEX ESPAÑA 2023,Diversified Communications UK
ACCOUNTEX ESPAÑA 2023,Ifema (Feria de Madrid)
ACCOUNTEX ESPAÑA 2023,Diversified Communications Headquarters
UN MILIONE DI GIOCATTOLI 2023,AIGEC (Associazione Italiana del Giocattolo d’Epoca e da Collezione)
UN MILIONE DI GIOCATTOLI 2023,CremonaFiere S.p.A.
EROSEXPO ROUEN 2023,Impact Expo
TRAUDICH HAMBURG 2023,TrauDich! Messe GmbH
ANTIQUARIA PADOVA 2023,Fiera di Padova
SALON DU MARIAGE D'AVIGNON 2023,ID Organisation
FORUM VINI 2023,Meininger Verlag GmbH
A2 INTERNATIONAL EDUCATION FAIRS - BAKU 2023,a2 International Education Fairs
STOFFEN SPEKTAKEL MULHOUSE 2023,Stoffen Spektakel
HUND & PFERD 2023,Messe Dortmund GmbH
COSMOFOOD 2023,Mantova In S.r.l
COSMOFOOD 2023,Fiera di Vicenza S.p.A.
THE LONDON COIN FAIR 2023,BNTA (British Numismatic Trade Association)
SALON DE L'HABITAT SCENEO LONGUENESSE 2023,Sceneo
SALON DE L'HABITAT SCENEO LONGUENESSE 2023,Coteo
JAPAN WEEKEND BARCELONA 2023,Jointo Entertainment  S. L.
LUXEMBOURG MINERAL EXPO 2023,Steenhaus Events
LUXEMBOURG MINERAL EXPO 2023,Luxexpo The Box
UNICERA 2023,TG Expo International Fairs
MADRID CÓMIC POP UP 2023,Ifema (Feria de Madrid)
INTERNATIONALE RASSEHUNDE-AUSSTELLUNG - DORTMUND 2023,VDH (Verband für das Deutsche Hundewesen)
SALON DES FORMATIONS AGROALIMENTAIRE ET ENVIRONNEMENT DE PARIS 2024,Studyrama
FUTURE INTELLIGENCE 2023,abe (advanced business events)
SALON DU MARIAGE DU PAYS BASQUE 2023,La Maison du Mariage
TERNI SPOSI EXPO 2023,SposiExpo S.r.l.
ANCONA SPOSI EXPO 2023,SposiExpo S.r.l.
SALON DU MARIAGE - NANTES 2023,SPE - Salons Professionnels Européens
SALON HABITAT & DÉCORATION DE BELFORT 2023,Citevents Sarl
ISS GUT! 2023,Leipziger Messe
SALON DE L'HABITAT DE MARTIGUES 2023,Déficom Evénements
STOFFEN SPEKTAKEL BESANÇON 2023,Stoffen Spektakel
FOIRE INTERNATIONALE DE GRENOBLE 2023,SAEM Alpexpo
SALON ALPIN DE L'HOTELLERIE ET DES METIERS DE BOUCHE 2023,SavoiExpo
SALON DE L’HABITAT & DÉCO DE VALENCE 2023,L.É.O - Loire Evénement Organisation
HOCHZEITSTAGE MÜNSTER 2023,AVR Messe- und Veranstaltung GmbH
AQUATECH AMSTERDAM 2023,Amsterdam RAI Exhibitions
HEALTH SERVICE & PHARMACY - EXPO YEREVAN 2023,Logos Expo Center
SALÓN LOOK INTERNACIONAL 2023,Ifema (Feria de Madrid)
WTM - WORLD TRAVEL MARKET 2023,RX Global Events
SALON DU MARIAGE - LUXEMBOURG 2023,SAS A3 LOR
IETF (INTERNET ENGINEERING TASK FORCE) MEETINGS 2023,Internet Society
IETF (INTERNET ENGINEERING TASK FORCE) MEETINGS 2023,IETF (Internet Engineering Task Force)
BIO-EUROPE 2023,Bio (Biotechnology Industry Organization)
BIO-EUROPE 2023,"EBD Group, Inc."
WEINHAMBURG - HAMBURG WINE FAIR 2023,Hamburg Messe und Congress
FINEST AUDIOSHOW DORTMUND 2023,High End Society Service GmbH
SALON DES VINS DE TERROIR 2023,OCD
SALON TENDANCE MARIAGE DE NANTES 2023,SPE Organisation
PRAGUE PHOTO 2023,Terinvest spol. s.r.o.
WARSAW OLDTIMER SHOW 2023,Ptak Warsaw Expo
BETON 2023,TG Expo International Fairs
EMS - EUROPEAN MANUFACTURING STRATEGIES 2023,Mark Allen Group
BUCH WIEN 2023,RX Austria Salzburg
BUCH WIEN 2023,RX Global Events
WARSAW HOME LIGHT 2023,Ptak Warsaw Expo
INFOGAMER 2023,Zagreb Fair
AMBIENT LJUBLJANA – FURNITURE FAIR 2023,Gospodarsko razstavisce
EICMA - ESPOSIZIONE INTERNAZIONALE DEL CICLO E MOTOCICLO 2023,Fiera Milano S.p.A.
EICMA - ESPOSIZIONE INTERNAZIONALE DEL CICLO E MOTOCICLO 2023,ANCMA (Associazione Nazionale Ciclo Motociclo Accessori)
CONGRÈS PARFUMS & COSMÉTIQUES 2023,abe (advanced business events)
FINNTEC 2023,Messukeskus
WARSAW HOME ELECTRONICS 2023,Ptak Warsaw Expo
WARSAW HOME FURNITURE 2023,Ptak Warsaw Expo
IN.STAND 2023,Landesmesse Stuttgart GmbH
CNR MOBILYA 2023,CNR Expo
CNR MOBILYA 2023,ITF (Istanbul Trade Fairs)
ADANA AGRICULTURE FAIR 2023,Tüyap Fairs and Exhibitions Organization Inc.
HOLY RUSSIA - ST. PETERSBURG 2023,Restec Exhibition Company
ELECTRONICS SHOW 2023,Ptak Warsaw Expo
ECOMONDO 2023,Italian Exhibition Group SpA
SETT 2023,Code Events
MAREDIMODA / INTIMODIMODA 2023,MarediModa S.c.a.r.l.
SMART CITY EXPO 2023,Fira de Barcelona
HOME FAIR LJUBLJANA 2023,Gospodarsko razstavisce
WARSAW HOME & CONTRACT 2023,Warsaw Home Expo Sp. z o. o.
WARSAW HOME & CONTRACT 2023,Ptak Warsaw Expo
WARSAW HOME KITCHEN 2023,Ptak Warsaw Expo
ENOEXPO 2023,Targi w Krakowie Ltd
HYGIENALIA+PULIRE 2023,Feria Valencia
ARDINGLY INTERNATIONAL ANTIQUES & COLLECTORS FAIR 2023,IACF (International Antiques & Collectors Fairs)
BAZAAR BERLIN 2023,Messe Berlin GmbH
SEMINAIRE EXPO 2023,Weyou Group
FMB MESSE 2023,Easyfairs Deutschland GmbH
FMB MESSE 2023,Artexis EasyFairs
WARSAW HOME BUILD 2023,Ptak Warsaw Expo
METAL-EXPO 2023,"Metal-Expo, JSC"
GAD WORLD 2023,Informa Markets
BUILDING HOLLAND 2023,Amsterdam RAI Exhibitions
GASTROFOOD 2023,Targi w Krakowie Ltd
FORMNEXT 2023,Messe Frankfurt GmbH
FORMNEXT 2023,Mesago Messe Frankfurt GmbH
EUROPORT 2023,Ahoy Rotterdam
BULPEK 2023,Inter Expo Center Ltd.
SCHWEISSTEC 2023,P.E. Schall GmbH
INTERLIBER 2023,Zagreb Fair
COUNTRY LIVING LONDON CHRISTMAS FAIR 2023,Immediate Media Live
DENTAL-EXPO SAMARA 2023,DE-5
ARCHITECT @ WORK - FRANCE - PARIS 2023,Expo Conseil
ARCHITECT @ WORK - FRANCE - PARIS 2023,ARCHITECT @ WORK Headquarters
ADANA GREEN HOUSE - GARDEN 2023,Tüyap Fairs and Exhibitions Organization Inc.
BLECHEXPO 2023,P.E. Schall GmbH
ARCHITECT @ WORK - ITALY - MILAN 2023,ARCHITECT @ WORK Headquarters
WARSOW HOME BATHROOM 2023,Ptak Warsaw Expo
TRANSLOGISTICA POLAND 2023,Lentewenc LLC
TRANSLOGISTICA POLAND 2023,Hyve Group Plc
COACH AND BUS UK 2023,Diversified Communications UK
COACH AND BUS UK 2023,Diversified Communications Headquarters
MITEX 2023,CJSC 'Euroexpo'
MITEX 2023,Euroexpo Exhibitions & Congress Development GmbH
WARSAW HOME TEXTILE 2023,Ptak Warsaw Expo
AFFORDABLE ART FAIR - HAMBURG 2023,Affordable Art Fair
MINERALS BRATISLAVA 2023,Incheba Jsc
MARJOLAINE 2023,Spas Organisation
SALON DU VIN 2023,Inter Expo Center Ltd.
SALON DE LA GASTRONOMIE - BOURG-EN-BRESSE 2023,Saem Sogepea
RIVE - RASSEGNA INTERNAZIONALE VITICOLTURA ENOLOGICA 2023,Pordenone Fiere
PERFUMES & COSMETICS CONGRESS 2023,abe (advanced business events)
PLASTIC FREE WORLD CONFERENCE & EXPO - EUROPE 2023,Trans-Global Events Ltd
TRANSPORT CH 2023,Forum Fribourg
HOME FAIR PLUS 2023,ICM d.o.o.
HOME FAIR PLUS 2023,Gospodarsko razstavisce
SALON DE LA COPROPRIÉTÉ 2023,Beyond Event SAS
INTERSTYLE 2023,ZAO 'Technics and Communications'
INTERSTYLE 2023,MinskExpo
THE GREENER MANUFACTURING SHOW 2023,Trans-Global Events Ltd
THE WORLD OF MILK 2023,Inter Expo Center Ltd.
SALON DE L'AUTO DE TOULOUSE 2023,Toulouse Evénements
SALON DE L'AUTO DE TOULOUSE 2023,CNPA (Conseil national des professions de l'automobile)
SALON DE L'AUTO DE TOULOUSE 2023,GL Events Exhibitions
TIRANA INTERNATIONAL FAIR 2023,Klik Ekspo Group
IDEX ISTANBUL 2023,CNR Expo
BIOLIFE 2023,Fiera Bolzano Spa
HORECA KRACOW 2023,Targi w Krakowie Ltd
HOST THE BALKANS 2023,ExpoCity Albania
PEDAGOGIKA 2023,Incheba Jsc
BIBLIOTÉKA 2023,Incheba Jsc
MEATMANIA 2023,Inter Expo Center Ltd.
CREATIVA BARCELONA 2023,PROFEI S.L (Promoción de Ferias Internacionales)
WINE & SPIRITS SHOW 2023,Inter Expo Center Ltd.
E-SALON 2023,ABF a.s.
MOULES & OUTILS - MOULDS & TOOLS 2023,A3TS (Association de Traitement Thermique et de Traitement de Surface)
EXPO SCUOLA 2023,Fiera di Padova
EXPO SCUOLA 2023,GL Events Exhibitions
EXPO SCUOLA 2023,GL events Italia S.p.A.
FIERACAVALLI 2023,Veronafiere
APUVÄLINE 2023,Expomark Oy
IFTF - INTERNATIONAL FLORICULTURE TRADE FAIR 2023,HPP Worldwide
SUISSE TRANSPORT 2023,BernExpo AG
AUTO SHOW PRAHA 2023,ABF a.s.
SIBERIAN AGRICULTURAL WEEK 2023,Siberian Exhibition Company
DESTINATION MONTAGNES - GRAND SKI 2024,ATOUT FRANCE (Agence de développement touristique de la France)
TIS - TOURISM INFORMATION SUMMIT 2023,Next Business Exhibitions
FIERA D'AUTUNNO 2023,Fiera Bolzano Spa
PROFESSIONAL MOTORSPORT WORLD EXPO 2023,UKIP Media & Events Ltd.
PANAIR NDËRKOMBËTAR 2023,Klik Ekspo Group
JTIC INTERNATIONAL 2023,AEMIC
MIF EXPO - MADE IN FRANCE 2023,Adel Expo
CREATIVA NANTES 2023,Exponantes Atlantique
CREATIVA NANTES 2023,GL Events Exhibitions
IL SALONE DELLO STUDENTE - TORINO 2023,Campus Editori S.r.l.
LUXEMBOURG ART WEEK 2023,Luxembourg Art Week S.A.
INTERPAEDAGOGICA 2023,Austrian Exhibition Experts GmbH
BOOK FAIR - BIBLIOTEKA PEDAGOGY 2023,Incheba Jsc
PARIS PHOTO 2023,RX France
PARIS PHOTO 2023,RX Global Events
INTERFOOD & DRINK BULGARIA 2023,Inter Expo Center Ltd.
ZAK WORLD OF FAÇADES - UNITED KINGDOM - LONDON 2023,Zak Group
ICT & LOGISTIEK 2023,Jaarbeurs
ID INFOTAGE DENTAL FRANKFURT 2023,Messe Berlin GmbH
ID INFOTAGE DENTAL FRANKFURT 2023,Fachausstellungen Heckmann
SALON DU CHOCOLAT - LYON 2023,Event International
SALON DE L'HABITAT DE NEVERS 2023,Nivexpo
SALON DE L'HABITAT DE NEVERS 2023,Monev
BAUMESSE BAD DÜRKHEIM 2023,Baumesse GmbH
SALON DE L'HABITAT DE DREUX 2023,L.É.O - Loire Evénement Organisation
JOURNÉES DE L'ORTHODONTIE 2023,Colloquium
JOURNÉES DE L'ORTHODONTIE 2023,FFO - Fédération Française d'Orthodontie
ART3F BORDEAUX 2023,Art3f
SALON DES VÉHICULES DE LOISIRS 2023,Nice Organisation
ROAD TRIP EXPO 2023,Poseidon & Co.
FIESTA Y BODA 2023,Feria Valencia
THE FINNISH DENTAL CONGRESS AND EXHIBITION 2023,Messukeskus
SALON DE L'ETUDIANT DE VALENCIENNES 2023,L'Etudiant
INTERNATIONAL MOTOR SHOW 2023,DG Sport SPRL
SALON GOURMAND DE ROUEN 2023,Rouen Expo Evénements
SALON DE LA GASTRONOMIE - TROYES 2023,La Maison du Boulanger
SALON DU CHOCOLAT & PÂTISSERIE 2023,Association Cap Scène
SALON DU CHOCOLAT & PÂTISSERIE 2023,GL Events Exhibitions
SALON DU CHOCOLAT & PÂTISSERIE 2023,Le Chorus
ALLT FÖR HÄLSAN 2023,Stockholm International Fairs
SHEPTON MALLET ANTIQUES & COLLECTORS FAIR 2023,IACF (International Antiques & Collectors Fairs)
SALON DES VINS ET DE LA GASTRONOMIE - BREST 2023,GL Events Exhibitions
SALON BÉBÉ ET MOI 2023,Palexpo SA
EPOQU’AUTO 2023,Club des 3A (Les Amateurs d'Automobiles Anciennes)
AZUBI- & STUDIENTAGE LEIPZIG 2023,MMM - Message Messe & Marketing GmbH
GESUND LEBEN MESSE + GESUND & GLÜCKLICH 2023,Klagenfurter Messe
FAMILIENMESSE + FRAUENMESSE 2023,Klagenfurter Messe
ATHENS INTERNATIONAL TOURISM EXPO 2023,Athens International Tourism Expo
SALON GOURMAND DE NEVERS 2023,Nivexpo
ESOTERIKA 2023,Incheba Jsc
PHILOXENIA 2023,Helexpo
SALON VINIFRANCE - THONON-LES-BAINS 2023,cf événements
FIERA DI SAN MARTINO 2023,Blu Nautilus Srl
HOTELIA 2023,Helexpo
SALON DE L'IMMOBILIER & MAISON - LE MANS 2023,L.É.O - Loire Evénement Organisation
SALON DES SÉNIORS DE NEVERS 2023,Nivexpo
CONGRÈS CFMTC 2023,CFMTC (Confédération Française de Médecine Traditionnelle Chinoise)
SALON ANTIQUITÉS BROCANTE 2023,Quimper Evénements
MOSCOW INTERNATIONAL PROPERTY SHOW 2023,Ai Group Moscow
NUPZIAL 2023,Feria de Zaragoza
SALON DE L'ETUDIANT ET DE LA FORMATION DE VALENCIENNES ET DU HAINAUT-CAMBRÉSIS 2023,L'Etudiant
SITV COLMAR 2023,Colmar Expo
MILLÉSIME BIO 2024,SudVinBio
SALON DES VINS DES VIGNERONS INDÉPENDANTS - REIMS 2023,Vignerons Indépendants de France
SALON DU MARIAGE ET DE LA FÊTE 2023,Rouen Expo Evénements
BIOSTYLE 2023,Incheba Jsc
SALON HABITAT DÉCO 2023,Exponantes Atlantique
INTERBEAUTY 2023,Incheba Jsc
BEAUTY EXPO 2023,Ekspoziciju centras
TTR - TÂRGUL DE TURISM AL ROMÂNIEI 2023,Romexpo
PLAZA CULINARIA 2023,FWTM (Freiburg Wirtschaft Touristik und Messe GmbH & Co. KG.)
PLAZA CULINARIA 2023,Messe Freiburg
SALON DU CHEVAL D'ANGERS 2023,Destination Angers Evénements
ARTE PADOVA 2023,Fiera di Padova
LES AUTOMNALES 2023,Palexpo SA
BONTÀ / BONTÀ PROFESSIONAL 2023,CremonaFiere S.p.A.
LE SALON DES GRANDES ÉCOLES DE MARSEILLE 2023,L'Etudiant
AGROTECH EXPO 2023,ExpoCity Albania
ADVENTURE TRAVEL SHOW 2023,Immediate Media Live
"LE SALON SANTÉ, SOCIAL, PARAMÉDICAL ET SPORT DE MARSEILLE 2023",L'Etudiant
SALON DE L'HABITAT DE LORIENT 2023,Déficom Evénements
BABY DAYS - LIBRAMONT 2023,CDC Events
STOFFEN SPEKTAKEL KORTRIJK 2023,Stoffen Spektakel
THE SOLAR FUTURE GREECE 2023,SolarPlaza
FERIARTE 2023,Ifema (Feria de Madrid)
ITALIAN WEDDING SHOW 2023,Circuito Si Sposa
ITALIAN WEDDING SHOW 2023,Modena Esposizioni S.r.l.
PÊCHE EXPO 2023,Libramont Exhibition & Congress
SALON STUDYRAMA DES ETUDES SUPÉRIEURES D’ANGOULÊME 2023,Studyrama
VORGESCHMACK 2023,RX Austria Salzburg
VORGESCHMACK 2023,RX Austria Wien
VORGESCHMACK 2023,RX Global Events
ZOOEKSPO 2023,International Exhibition Company BT 1
BAKU INTERNATIONAL BOOK FAIR 2023,Caspian Event Organisers LLC
BAKU INTERNATIONAL BOOK FAIR 2023,Hyve Group Plc
ALLES FÜR DEN GAST AUTUMN 2023,RX Global Events
ALLES FÜR DEN GAST AUTUMN 2023,RX Austria Salzburg
SALON STUDYRAMA DES FORMATIONS ART ET LUXE DE LILLE 2023,Studyrama
"LE SALON SANTÉ, SOCIAL, PARAMÉDICAL ET SPORT DE BORDEAUX 2023",L'Etudiant
INTERNATIONAL EDUCATION FAIR IN RUSSIA - MOSCOW 2023,Studycentral Ltd
STHML FOOD AND WINE 2023,Stockholm International Fairs
SALON DU VINTAGE - LYON 2023,Tapage Médiatique
EXPO ANIMAL 2023,Altice Forum  Braga
SPIELIDEE 2023,HanseMesse Rostock
IL BONTÀ 2023,CremonaFiere S.p.A.
SALON DES VINS ET DE LA GASTRONOMIE DE LORIENT 2023,Déficom Evénements
SPECIAL BEER EXPO 2023,CremonaFiere S.p.A.
SWISS BOAT SHOW 2023,Poseidon & Co.
INTERNATIONALE RASSEHUNDE-AUSSTELLUNG - KARLSRUHE 2023,VDH (Verband für das Deutsche Hundewesen)
KAPI - EURASIA DOOR 2023,Tüyap Fairs and Exhibitions Organization Inc.
KAPI - EURASIA DOOR 2023,RX Global Events
KAPI - EURASIA DOOR 2023,Reed Tüyap Fuarcilik A.S.
VEGGIEWORLD MÜNCHEN 2023,Wellfairs GmbH
SALON STUDYRAMA GRANDES ECOLES DE MULHOUSE 2023,Studyrama
LE SALON DES GRANDES ÉCOLES DE BORDEAUX 2023,L'Etudiant
GASTRONOMA 2023,Feria Valencia
"LES RENCONTRES DE L'ETUDIANT : JOURNALISME, COMMUNICATION, MARKETING DE PARIS 2023",L'Etudiant
HAUS | BAU | ENERGIE - FRIEDRICHSHAFEN 2023,Messe Sindelfingen GmbH & Co. KG
CAM - EURASIA GLASS 2023,Tüyap Fairs and Exhibitions Organization Inc.
CAM - EURASIA GLASS 2023,RX Global Events
CAM - EURASIA GLASS 2023,Reed Tüyap Fuarcilik A.S.
SALON STUDYRAMA GRANDES ECOLES DE PARIS 2023,Studycentral Ltd
SALON DU MARIAGE DE LIÈGE 2023,AP Events
CONGRÈS PETITE ENFANCE - MARSEILLE 2023,C.Inédit
ECOFIRA 2023,Feria Valencia
SALON TENDANCE MARIAGE DE RENNES 2023,SPE Organisation
FORLI SPOSI EXPO 2023,SposiExpo S.r.l.
"LE SALON ARTS, COMMUNICATION ET NUMÉRIQUE DE BORDEAUX 2023",L'Etudiant
FOODTECH 2023,Forum S.A.
FOODTECH 2023,Nürnberg Messe GmbH
PENCERE - EURASIA WINDOW 2023,Tüyap Fairs and Exhibitions Organization Inc.
PENCERE - EURASIA WINDOW 2023,RX Global Events
PENCERE - EURASIA WINDOW 2023,Reed Tüyap Fuarcilik A.S.
HAUS | BAU | ENERGIE - SINDELFINGEN 2023,Messe Sindelfingen GmbH & Co. KG
AGRITECHNICA HANNOVER '2023,DLG International GmbH
"LE SALON ARTS, COMMUNICATION ET NUMÉRIQUE DE MARSEILLE 2023",L'Etudiant
ESOTIKA PET SHOW - BUSTIO ARIZO 2023,Esotika Pet Show
ESOTIKA PET SHOW - BUSTIO ARIZO 2023,MalpensaFiere S.p.A.
AESTETICA 2023,Fiere di Parma
AESTETICA 2023,Eventi Italia Srl
ANTICA NAMUR 2023,Fairtime Sprl
SALON DU MARIAGE - RENNES 2023,SPE - Salons Professionnels Européens
EXPOPLAST 2023,Euroexpo Romania
SEMICON EUROPA 2023,Semi North America
SEMICON EUROPA 2023,Messe München GmbH
HEAVENT PARIS 2023,Weyou Group
SIMO EDUCACION 2023,Ifema (Feria de Madrid)
PULP FOR EXPO 2023,ExpoVision Rus
ELMIA SUBCONTRACTOR 2023,Elmia Fairs
SPS / IPC / DRIVES 2023,Mesago Messe Frankfurt GmbH
EDUCATION FORUM 2023,Forum Events Ltd
IERI L'ALTRO 2023,Blu Nautilus Srl
PETERFOOD 2023,ExpoForum International Ltd.
PETERFOOD 2023,Forum Imperia
PROFESIA DAYS - KOŠICE 2023,"Profesia, spol. s r. o."
PROFESIA DAYS - KOŠICE 2023,Incheba Jsc
C&R 2023,Ifema (Feria de Madrid)
URBEST METZ 2024,Metz Expo événements
URBEST METZ 2024,GL Events Exhibitions
THE MIDLAND COIN FAIR 2023,BNTA (British Numismatic Trade Association)
SUPPLY CHAIN EVENT 2023,RX France
SUPPLY CHAIN EVENT 2023,RX Global Events
WINE2WINE 2023,Veronafiere
WINE2WINE 2023,Vinitaly International
MEDICA 2023,Messe Düsseldorf GmbH
WATERPROOF MEMBRANES 2023,Applied Market Information Ltd
WATERPROOF MEMBRANES 2023,Applied Market Information LLC
MILIPOL PARIS 2023,EDS MILIPOL
MILIPOL PARIS 2023,Comexposium
COMPAMED 2023,Messe Düsseldorf GmbH
WATERPROOF MEMBRANES EUROPE 2023,Applied Market Information LLC
WATERPROOF MEMBRANES EUROPE 2023,Applied Market Information Ltd
ERTC 2023,WRA (World Refining Association)
ERTC 2023,Clarion Events Ltd
WECA - WORLD ENERGY CAPITAL ASSEMBLY 2023,Oil & gas Council
FÖRDERPROZESS-FOREN 2023,Vogel Transtech Publications GmbH
CLEANTECH FORUM EUROPE 2023,Cleantech Venture Network
PEGS EUROPE 2023,CHI (Division of Cambridge Innovation Institute)
PEGS EUROPE 2023,Cambridge Innovation Institute
GAUDEAMUS NITRA 2023,Gaudeamus
GAUDEAMUS NITRA 2023,Agrokomplex-Vystavnictvo Nitra
SCS FORMULATE 2023,Stepex Exhibitions Ltd.
CONGRÈS HR '2023,Arcaneo Group
STOFFEN SPEKTAKEL LIBRAMONT 2023,Stoffen Spektakel
JUNIOSHOW 2023,Tüyap Fairs and Exhibitions Organization Inc.
WORLD LP GAS FORUM 2023,WLPGA (World LP Gas Association)
WORLD LP GAS FORUM 2023,MCI France SAS
MUSEVA 2023,MuseumExperts SAS
IL SALONE DELLO STUDENTE - CATANIA 2023,Campus Editori S.r.l.
AFFAIRE DE CADEAUX 2023,Weyou Group
APPLIED MICROBIOLOGY 2023,OMICS Group
MEDICAL IMAGING CONVENTION 2023,ROAR ME Ltd
BELGIUM TRAVEL EXPO - ANTWERPEN 2023,BTExpo S.A.
JUBINALE 2023,PB Group
JUBINALE 2023,Targi w Krakowie Ltd
PRODUCTRONICA 2023,Messe München GmbH
EAWSC CHISINAU + WINE WEEK 2024,Poliproject Exhibitions Ltd.
SPACE TECH EXPO EUROPE 2023,Tarsus Group Plc
BELGIUM TRAVEL EXPO - NIVELLES 2023,BTExpo S.A.
WEB SUMMIT 2023,Web Summit Organization
CLIMATIZACIÓN & REFRIGERACIÓN 2023,Ifema (Feria de Madrid)
AYSAF 2023,Artkim Fuarcilik Tic. Ltd. Sti.
AM MEDICAL DAYS 2023,IPM GmbH (Institut für Produktionsmanagement)
REX 2023,Euroindex Ltd.
FARM BUSINESS INNOVATION 2023,Agriconnect Ltd
LE SALON EUROPÉEN DE L'ÉDUCATION 2023,La Ligue de l'enseignement
SOVREMENNAYA STOMATOLOGIYA. DENTAL-EXPO. ROSTOV 2023,DE-5
OIL & NON OIL 2023,Mirumir Srl
OIL & NON OIL 2023,Piemmeti S.p.A.
OIL & NON OIL 2023,Veronafiere
EXPO MOBILIA 2023,Moldexpo
SATIS 2023,RX France
SATIS 2023,RX Global Events
SICUREZZA 2023,Fiera Milano S.p.A.
SICUREZZA 2023,Fiera Milano Tech
COMPOSITES SPAIN 2023,Ifema (Feria de Madrid)
LEISURE F&B EXPO 2023,Fortem International Ltd.
LEISURE F&B EXPO 2023,Fortem International USA
DENTAL-EXPO ROSTOV 2023,DE-5
METALMADRID 2023,Ifema (Feria de Madrid)
T-REX 2023,Euroindex Ltd.
EDUCATEC - EDUCATRICE 2023,Weyou Group
STONE INDUSTRY FAIR 2023,MTP Grupa
NOVI SAD FAIR OF TOURISM 2023,Novi Sad Fair
MADE EXPO 2023,MADE eventi srl
SWEDENTAL & THE ANNUAL DENTAL CONGRESS 2023,Svenska Mässan
COSMETICA BERLIN 2023,KOSMETIK international Messe GmbH
FOOD PROCESSING & TECHNOLOGY 2023,OMICS Group
DIABETES PROFESSIONAL CARE 2023,Closer Still Media
INTERNATIONAL ENERGY CONGRESS & EXPO - EIF TURKEY 2023,Domino Expo
EXPONATEC COLOGNE 2023,Koelnmesse GmbH
STONE POZNAN 2023,MTP Grupa
SIBERIAN FOOD WEEK 2023,Siberian Exhibition Company
SIMED 2023,Palacio de Ferias y Congresos de Malaga
METSTRADE 2023,Amsterdam RAI Exhibitions
THE KNITTING & STITCHING SHOW - HARROGATE 2023,Immediate Media Live
ACCESS MBA - BELGRADE 2023,Advent Group
SALÓN DEL AUTOMÓVIL - VEHÍCULO NUEVO 2023,Expourense
CONGRÈS ÂGE 3 & HANDICAP - MARSEILLE 2023,C.Inédit
COMPOSITE MEETINGS 2023,abe (advanced business events)
LOGITRANS 2023,Eko Fair Limited Co.
LOGITRANS 2023,Messe München GmbH
DATACENTRES IRELAND 2023,Stepex Exhibitions Ltd.
LONDON VET SHOW 2023,Closer Still Media
COUNTRY LIVING CHRISTMAS FAIR - GLASGOW 2023,Immediate Media Live
CAVALIADA WARSZAWA 2023,MTP Grupa
HIX - HOTEL INTERIORS EXPERIENCE 2023,HIX -  Hotel Interiors Experience
HIX - HOTEL INTERIORS EXPERIENCE 2023,Commercial Interiors UK
DENTAL SCANDINAVIA 2023,Stockholm International Fairs
HOLIDAY PARK & RESORT INNOVATION 2023,Agriconnect Ltd
WINTI MÄSS 2023,Wigra Gruppe
COLOGNE FINE ART 2023,Koelnmesse GmbH
SMART BUILDING EXPO 2023,Promospace S.r.l.
LONDON BUILD EXPO 2023,Oliver Kinross Ltd
LONDON BUILD EXPO 2023,Oliver Kinross Asia Pacific
FAMILY ATTRACTION EXPO 2023,Agriconnect Ltd
CONCRETA 2023,Exponor (Feira Internacional do Porto)
ECO LIVING SCANDINAVIA 2023,Diversified Communications UK
ECO LIVING SCANDINAVIA 2023,Diversified Communications Headquarters
INTUR 2023,Feria de Valladolid
HORECA EXPO 2023,Flanders Expo
HORECA EXPO 2023,Artexis Group
CLOUD EXPO EUROPE - PARIS 2023,Closer Still Media
SALON DE L'ETUDIANT D'ARRAS 2023,L'Etudiant
LE SALON BABY LILLE 2023,Family Promotion Sarl
HOBBY 2023,MTP Grupa
MOM & BABY 2023,Expoforum Exhibition Company
HEROES DUTCH COMIC CON 2023,Jaarbeurs
FINNISH CRAFT & DESIGN 2023,Tampereen Messut Oy
FROSINONE SPOSI EXPO 2023,SposiExpo S.r.l.
IGEHO 2023,MCH Foire Suisse (Holding) SA
